account_id,name,industry,segment,employees,annual_revenue,region,metro,current_arr,whitespace_potential,open_pipeline,propensity_score
A-10070,Pied Piper Analytics,Logistics,Enterprise,36600,4692950000.0,NA-West,Phoenix,20800.0,14400.0,15200.0,0.555
A-10071,Dunder Solutions,Financial Services,Mid-Market,364,88414000.0,NA-West,Denver,6300.0,6500.0,6100.0,0.554
A-10072,Dunder Technologies,Software,SMB,193,30420000.0,NA-West,Los Angeles,1600.0,1300.0,1200.0,0.497
A-10073,Massive Networks,Logistics,Mid-Market,247,468088000.0,NA-West,Denver,10300.0,6900.0,3800.0,0.199
A-10074,Globex Cloud,Logistics,Mid-Market,587,238925000.0,NA-West,Seattle,5400.0,6800.0,4300.0,0.223
A-10075,Aperture Analytics,Telecom,Mid-Market,1074,248920000.0,NA-East,Austin,4700.0,6400.0,3000.0,0.769
A-10076,Massive Systems,Software,SMB,48,47321000.0,NA-West,Denver,3100.0,1300.0,700.0,0.195
A-10077,Dunder Industries,Financial Services,SMB,85,37360000.0,NA-West,San Francisco,1900.0,1900.0,900.0,0.129
A-10078,Wayne Group,Education,Mid-Market,1028,360325000.0,NA-West,Seattle,5600.0,5200.0,1900.0,0.416
A-10079,Contoso Labs,Logistics,Mid-Market,1339,288772000.0,NA-West,Denver,3900.0,7300.0,3700.0,0.611
A-10080,Contoso Analytics,Energy,SMB,98,28623000.0,NA-West,Los Angeles,2400.0,2900.0,1700.0,0.533
A-10081,Hooli Networks,Software,SMB,76,4635000.0,EMEA,Amsterdam,2000.0,2100.0,1600.0,0.505
A-10082,Prestige Cloud,Software,Enterprise,23587,16291410000.0,NA-West,Seattle,27800.0,14000.0,6700.0,0.079
A-10083,Wonka Industries,Retail,Mid-Market,897,398509000.0,NA-East,Boston,8800.0,8100.0,4800.0,0.582
A-10084,Massive Group,Media,Enterprise,5912,13440436000.0,NA-East,Atlanta,37100.0,17500.0,8600.0,0.123
A-10085,Umbra Analytics,Logistics,Mid-Market,368,351705000.0,NA-East,Chicago,7100.0,8700.0,3500.0,0.567
A-10086,Initech Digital,Logistics,Enterprise,42085,17731802000.0,NA-West,Los Angeles,6300.0,16100.0,10600.0,0.611
A-10087,Cogswell Solutions,Software,Mid-Market,939,354363000.0,EMEA,Paris,4400.0,9700.0,7000.0,0.75
A-10088,Cyberdyne Digital,Logistics,Mid-Market,953,122926000.0,NA-West,Denver,4000.0,5700.0,3800.0,0.247
A-10089,Stark Labs,Healthcare,Mid-Market,691,457388000.0,EMEA,London,3500.0,9600.0,5700.0,0.552
A-10090,Soylent Systems,Media,Mid-Market,1875,427629000.0,APAC,Singapore,8500.0,8300.0,2900.0,0.751
A-10091,Vandelay Group,Logistics,SMB,188,30835000.0,NA-West,Seattle,1900.0,3800.0,800.0,0.729
A-10092,Massive Digital,Software,SMB,130,29177000.0,NA-West,San Francisco,3000.0,800.0,1200.0,0.075
A-10093,Gekko Digital,Logistics,Mid-Market,1615,278430000.0,NA-West,Seattle,2200.0,8000.0,1700.0,0.258
A-10094,Cogswell Industries,Healthcare,SMB,18,27755000.0,NA-West,Denver,3300.0,1700.0,1100.0,0.119
A-10095,Vandelay Systems,Media,Enterprise,46801,10549980000.0,EMEA,Madrid,39600.0,9600.0,5900.0,0.198
A-10096,Tyrell Technologies,Energy,Mid-Market,1810,223990000.0,NA-West,Los Angeles,11700.0,7700.0,6600.0,0.768
A-10097,Stark Industries,Financial Services,Mid-Market,344,347414000.0,NA-East,Austin,5100.0,9200.0,2400.0,0.399
A-10098,Dunder Group,Software,Mid-Market,457,323408000.0,NA-East,Chicago,9800.0,8200.0,6500.0,0.75
A-10099,Aperture Labs,Education,Enterprise,8609,7655524000.0,NA-West,Seattle,16000.0,25500.0,14000.0,0.837
A-10100,Aperture Holdings,Education,Mid-Market,714,462416000.0,APAC,Sydney,6900.0,7300.0,3700.0,0.702
A-10101,Stark Group,Healthcare,Enterprise,40097,10420737000.0,EMEA,Madrid,9200.0,16900.0,6800.0,0.213
A-10102,Globex Labs,Retail,Mid-Market,916,372620000.0,NA-West,Denver,6800.0,5600.0,2900.0,0.145
A-10103,Prestige Analytics,Education,Mid-Market,527,484819000.0,NA-East,Austin,6300.0,6000.0,2200.0,0.142
A-10104,Gekko Partners,Financial Services,SMB,57,32118000.0,NA-West,San Francisco,2300.0,1800.0,2600.0,0.729
A-10105,Massive Industries,Education,Enterprise,3977,17343733000.0,NA-West,Phoenix,7800.0,11200.0,9200.0,0.179
A-10106,Stark Analytics,Retail,SMB,101,40430000.0,EMEA,Berlin,2800.0,2400.0,1800.0,0.635
A-10107,Wayne Cloud,Media,Mid-Market,1955,108845000.0,NA-West,San Francisco,5700.0,4800.0,4300.0,0.292
A-10108,Oscorp Cloud,Media,Mid-Market,541,121704000.0,NA-West,Denver,12000.0,7800.0,4100.0,0.28
A-10109,Northwind Partners,Energy,Mid-Market,1275,429282000.0,EMEA,Madrid,8700.0,4100.0,2100.0,0.102
A-10110,Oscorp Digital,Manufacturing,Mid-Market,852,179871000.0,NA-West,San Francisco,5900.0,5900.0,3000.0,0.326
A-10111,Vandelay Networks,Logistics,Mid-Market,922,68115000.0,NA-East,Austin,2400.0,9000.0,4600.0,0.414
A-10112,Massive Cloud,Retail,SMB,122,25858000.0,EMEA,Amsterdam,2200.0,2400.0,800.0,0.466
A-10113,Acme Networks,Energy,Mid-Market,677,345016000.0,NA-East,Chicago,11700.0,9000.0,5000.0,0.556
A-10114,Dunder Holdings,Software,Mid-Market,1230,365234000.0,NA-West,San Francisco,3900.0,9000.0,2500.0,0.472
A-10115,Northwind Cloud,Healthcare,Mid-Market,1133,302399000.0,NA-East,Chicago,12000.0,8900.0,4600.0,0.438
A-10116,Sterling Partners,Education,Mid-Market,1071,480802000.0,NA-West,Los Angeles,4800.0,9000.0,4500.0,0.45
A-10117,Cogswell Partners,Retail,Mid-Market,419,354480000.0,APAC,Tokyo,5800.0,7700.0,4500.0,0.559
A-10118,Nakatomi Holdings,Manufacturing,SMB,167,14286000.0,EMEA,Paris,2400.0,1700.0,800.0,0.26
A-10119,Dunder Group,Software,Mid-Market,1936,490060000.0,NA-West,Phoenix,3600.0,6700.0,3900.0,0.505
A-10120,Prestige Cloud,Software,SMB,183,9578000.0,EMEA,Madrid,3600.0,1100.0,1400.0,0.402
A-10121,Wayne Partners,Energy,Enterprise,49476,11094359000.0,APAC,Bangalore,22300.0,21000.0,16700.0,0.759
A-10122,Acme Cloud,Media,SMB,160,28821000.0,EMEA,Madrid,3100.0,2500.0,1700.0,0.46
A-10123,Wayne Holdings,Software,Enterprise,14517,5092664000.0,EMEA,Madrid,31400.0,20300.0,10800.0,0.906
A-10124,Sterling Partners,Financial Services,SMB,131,47091000.0,NA-West,Phoenix,1700.0,1500.0,1000.0,0.196
A-10125,Prestige Analytics,Manufacturing,Mid-Market,1571,356154000.0,APAC,Bangalore,8000.0,6000.0,2800.0,0.225
A-10126,Wayne Digital,Energy,SMB,32,11065000.0,NA-East,Austin,2500.0,2400.0,800.0,0.51
A-10127,Cogswell Systems,Telecom,Enterprise,14213,558802000.0,NA-East,New York,12600.0,20300.0,15700.0,0.498
A-10128,Contoso Group,Telecom,Enterprise,19974,17881005000.0,NA-East,New York,20700.0,16300.0,7000.0,0.243
A-10129,Prestige Technologies,Logistics,SMB,34,48957000.0,NA-West,San Francisco,3400.0,2000.0,1000.0,0.587
A-10130,Hooli Holdings,Financial Services,SMB,16,33350000.0,APAC,Bangalore,2600.0,1700.0,1300.0,0.585
A-10131,Cogswell Systems,Telecom,SMB,93,27448000.0,EMEA,Paris,3100.0,3300.0,900.0,0.762
A-10132,Soylent Partners,Healthcare,SMB,197,26541000.0,NA-West,Seattle,1800.0,2400.0,1500.0,0.297
A-10133,Pied Piper Analytics,Telecom,Mid-Market,1614,193431000.0,NA-East,Austin,6200.0,8700.0,7100.0,0.701
A-10134,Prestige Technologies,Telecom,Enterprise,28749,3114809000.0,NA-West,Phoenix,13500.0,28700.0,18800.0,0.605
A-10135,Vandelay Networks,Logistics,Mid-Market,590,144000000.0,NA-East,Chicago,11100.0,9700.0,6900.0,0.757
A-10136,Massive Cloud,Manufacturing,Mid-Market,913,157699000.0,APAC,Singapore,5200.0,10000.0,4300.0,0.939
A-10137,Vandelay Industries,Media,Mid-Market,945,303136000.0,NA-East,Atlanta,4200.0,6800.0,2400.0,0.218
A-10138,Nakatomi Digital,Media,Enterprise,14351,16521043000.0,NA-West,Phoenix,38800.0,22800.0,20200.0,0.764
A-10139,Pied Piper Systems,Logistics,Mid-Market,260,431014000.0,NA-East,Boston,11500.0,7500.0,7400.0,0.836
A-10140,Northwind Networks,Education,SMB,183,33305000.0,EMEA,Madrid,400.0,1700.0,1500.0,0.611
A-10141,Initech Labs,Logistics,Mid-Market,468,136369000.0,NA-East,New York,7300.0,7700.0,4600.0,0.314
A-10142,Globex Analytics,Software,SMB,27,19584000.0,NA-West,Denver,2300.0,2100.0,800.0,0.21
A-10143,Gekko Systems,Manufacturing,Enterprise,12148,17428279000.0,NA-West,Los Angeles,36100.0,21300.0,11500.0,0.15
A-10144,Acme Holdings,Education,Mid-Market,459,419311000.0,NA-West,San Francisco,10200.0,6300.0,5900.0,0.586
A-10145,Umbra Cloud,Financial Services,SMB,105,48742000.0,NA-West,Phoenix,500.0,1700.0,1600.0,0.4
A-10146,Aperture Solutions,Manufacturing,Mid-Market,840,473514000.0,EMEA,Berlin,6300.0,6700.0,4600.0,0.506
A-10147,Pied Piper Group,Telecom,SMB,70,6221000.0,NA-East,New York,300.0,2000.0,1600.0,0.794
A-10148,Globex Industries,Logistics,Mid-Market,367,319120000.0,NA-West,Seattle,5200.0,6100.0,1800.0,0.251
A-10149,Dunder Technologies,Healthcare,Mid-Market,449,185509000.0,NA-West,Denver,6900.0,6900.0,4700.0,0.643
A-10150,Massive Holdings,Energy,Enterprise,7134,6440831000.0,NA-East,Chicago,38200.0,24200.0,11500.0,0.46
A-10151,Massive Cloud,Manufacturing,Mid-Market,1062,129937000.0,NA-East,Atlanta,6000.0,6500.0,2400.0,0.263
A-10152,Prestige Group,Logistics,Mid-Market,248,377246000.0,NA-East,Chicago,11400.0,7600.0,2100.0,0.237
A-10153,Dunder Group,Telecom,Mid-Market,1620,83284000.0,EMEA,London,11900.0,9800.0,3700.0,0.747
A-10154,Soylent Analytics,Media,Mid-Market,499,325705000.0,NA-East,Austin,7600.0,7700.0,1900.0,0.262
A-10155,Aperture Industries,Telecom,Mid-Market,1033,355800000.0,NA-East,Atlanta,8900.0,5200.0,2400.0,0.066
A-10156,Nakatomi Labs,Energy,Enterprise,36655,9322720000.0,APAC,Bangalore,7400.0,13400.0,9600.0,0.314
A-10157,Contoso Digital,Healthcare,Enterprise,17887,8814203000.0,NA-East,New York,21200.0,33000.0,10200.0,0.639
A-10158,Cyberdyne Systems,Manufacturing,SMB,49,37864000.0,NA-East,Boston,3300.0,2000.0,2200.0,0.913
A-10159,Pied Piper Industries,Education,Enterprise,20654,8154608000.0,NA-West,Phoenix,9000.0,23600.0,10100.0,0.321
A-10160,Initech Holdings,Retail,Mid-Market,410,217988000.0,NA-East,Boston,3400.0,6700.0,3300.0,0.794
A-10161,Prestige Group,Energy,Mid-Market,719,134194000.0,NA-East,Austin,10400.0,7300.0,5100.0,0.356
A-10162,Nakatomi Technologies,Energy,Mid-Market,1079,87202000.0,EMEA,London,2300.0,8700.0,3900.0,0.559
A-10163,Gekko Labs,Education,SMB,31,38981000.0,NA-West,Seattle,3300.0,2100.0,1000.0,0.19
A-10164,Soylent Partners,Software,Mid-Market,1009,206860000.0,EMEA,London,10200.0,10800.0,6000.0,0.802
A-10165,Massive Group,Manufacturing,Mid-Market,1664,412448000.0,APAC,Singapore,7700.0,6300.0,2700.0,0.227
A-10166,Dunder Labs,Healthcare,Mid-Market,1932,403561000.0,NA-East,Boston,11200.0,9500.0,6100.0,0.523
A-10167,Cyberdyne Solutions,Healthcare,SMB,119,14167000.0,EMEA,Paris,1800.0,2000.0,2600.0,0.819
A-10168,Oscorp Systems,Financial Services,Mid-Market,1515,256302000.0,NA-East,New York,8600.0,6300.0,3300.0,0.331
A-10169,Prestige Networks,Healthcare,Mid-Market,1219,268402000.0,NA-West,Phoenix,5400.0,5300.0,2300.0,0.243
A-10170,Tyrell Holdings,Healthcare,SMB,177,15791000.0,NA-West,San Francisco,3500.0,1900.0,1900.0,0.935
A-10171,Pied Piper Labs,Financial Services,SMB,10,24364000.0,NA-West,Seattle,800.0,2500.0,900.0,0.404
A-10172,Soylent Technologies,Financial Services,Mid-Market,1515,96092000.0,NA-East,New York,5100.0,6200.0,2600.0,0.164
A-10173,Wonka Cloud,Manufacturing,SMB,129,8417000.0,NA-West,Los Angeles,1800.0,3200.0,1200.0,0.863
A-10174,Pied Piper Labs,Manufacturing,SMB,115,30400000.0,EMEA,London,2500.0,2500.0,800.0,0.314
A-10175,Soylent Solutions,Telecom,SMB,31,25480000.0,NA-East,Atlanta,2500.0,2600.0,1900.0,0.515
A-10176,Globex Systems,Retail,Mid-Market,588,465161000.0,APAC,Tokyo,11500.0,7200.0,1600.0,0.27
A-10177,Globex Partners,Financial Services,Mid-Market,1120,141439000.0,NA-West,Phoenix,10100.0,9000.0,3200.0,0.714
A-10178,Northwind Partners,Healthcare,Mid-Market,414,368555000.0,NA-West,San Francisco,9000.0,5800.0,4700.0,0.547
A-10179,Cogswell Labs,Software,Enterprise,18080,8871829000.0,APAC,Seoul,23300.0,28700.0,19100.0,0.656
A-10180,Initech Networks,Financial Services,Mid-Market,611,278971000.0,APAC,Sydney,2400.0,7400.0,3500.0,0.836
A-10181,Sterling Cloud,Telecom,SMB,52,13165000.0,NA-West,Denver,3700.0,1200.0,2100.0,0.636
A-10182,Aperture Partners,Retail,Mid-Market,789,298891000.0,EMEA,Amsterdam,2100.0,7800.0,1700.0,0.247
A-10183,Cogswell Digital,Manufacturing,Mid-Market,471,469579000.0,NA-East,Atlanta,2200.0,11700.0,6200.0,0.714
A-10184,Umbra Cloud,Retail,Mid-Market,367,464573000.0,NA-East,New York,11000.0,7900.0,2400.0,0.576
A-10185,Oscorp Networks,Software,Mid-Market,982,483898000.0,NA-East,Atlanta,4400.0,7700.0,3300.0,0.429
A-10186,Oscorp Labs,Healthcare,Mid-Market,390,252305000.0,NA-West,Denver,5100.0,6300.0,3400.0,0.717
A-10187,Umbra Labs,Manufacturing,Enterprise,48483,8226767000.0,NA-West,Los Angeles,6700.0,14000.0,13900.0,0.351
A-10188,Umbra Labs,Software,Mid-Market,311,401432000.0,EMEA,Paris,4200.0,4400.0,2400.0,0.133
A-10189,Wayne Labs,Software,Enterprise,47229,1487435000.0,NA-East,New York,37300.0,25600.0,10200.0,0.85
A-10190,Umbra Systems,Education,Mid-Market,1314,160603000.0,NA-East,Chicago,5000.0,4700.0,2300.0,0.247
A-10191,Prestige Systems,Telecom,Mid-Market,1607,211600000.0,NA-East,New York,7400.0,7100.0,2200.0,0.238
A-10192,Hooli Systems,Energy,Mid-Market,1152,395079000.0,APAC,Seoul,12000.0,6500.0,7000.0,0.84
A-10193,Contoso Group,Manufacturing,SMB,122,40504000.0,NA-West,Los Angeles,2900.0,1400.0,1300.0,0.172
A-10194,Soylent Networks,Manufacturing,SMB,13,24421000.0,NA-West,Seattle,1500.0,2200.0,800.0,0.541
A-10195,Gekko Industries,Financial Services,Mid-Market,872,473865000.0,EMEA,Berlin,6000.0,13000.0,7300.0,0.939
A-10196,Massive Industries,Manufacturing,Enterprise,33945,16381858000.0,NA-West,Los Angeles,18200.0,24200.0,12400.0,0.471
A-10197,Soylent Analytics,Education,SMB,29,25313000.0,NA-West,Los Angeles,1500.0,4300.0,3100.0,0.926
A-10198,Aperture Systems,Retail,Enterprise,12064,14016933000.0,NA-West,Seattle,17300.0,25500.0,18400.0,0.604
A-10199,Nakatomi Networks,Manufacturing,SMB,40,4612000.0,NA-East,New York,3400.0,2200.0,700.0,0.437
A-10200,Globex Industries,Education,Mid-Market,1973,451952000.0,NA-West,San Francisco,9000.0,6100.0,4100.0,0.238
A-10201,Hooli Analytics,Retail,Mid-Market,735,93162000.0,NA-East,Austin,5900.0,7900.0,4400.0,0.396
A-10202,Acme Holdings,Healthcare,Mid-Market,1348,489676000.0,NA-East,New York,6700.0,8300.0,2900.0,0.543
A-10203,Wonka Group,Energy,Enterprise,4141,9074938000.0,EMEA,Madrid,14200.0,18800.0,21400.0,0.786
A-10204,Oscorp Holdings,Logistics,SMB,21,19968000.0,NA-East,Boston,2200.0,3000.0,3000.0,0.882
A-10205,Oscorp Digital,Education,SMB,138,31393000.0,NA-East,Chicago,700.0,3400.0,800.0,0.66
A-10206,Cyberdyne Digital,Media,SMB,172,26465000.0,NA-West,Los Angeles,3700.0,800.0,700.0,0.079
A-10207,Initech Labs,Education,Enterprise,39418,15822040000.0,NA-East,Austin,35400.0,23700.0,16100.0,0.563
A-10208,Massive Analytics,Telecom,SMB,17,44589000.0,EMEA,Berlin,1500.0,1500.0,700.0,0.37
A-10209,Tyrell Cloud,Energy,Mid-Market,1567,440235000.0,NA-East,Atlanta,10200.0,5500.0,2600.0,0.413
A-10210,Vandelay Systems,Manufacturing,Mid-Market,259,72752000.0,NA-West,Seattle,5600.0,7500.0,2500.0,0.446
A-10211,Oscorp Digital,Media,Enterprise,18523,16834249000.0,NA-West,Denver,14100.0,16100.0,17700.0,0.578
A-10212,Dunder Holdings,Retail,SMB,133,26151000.0,NA-West,San Francisco,3500.0,2800.0,1500.0,0.393
A-10213,Cyberdyne Industries,Energy,SMB,57,23868000.0,NA-East,Chicago,2800.0,2500.0,1200.0,0.462
A-10214,Nakatomi Labs,Media,SMB,197,32389000.0,NA-West,San Francisco,3500.0,1100.0,900.0,0.049
A-10215,Cyberdyne Analytics,Media,Mid-Market,1425,374577000.0,NA-East,Atlanta,8600.0,9000.0,5000.0,0.455
A-10216,Sterling Holdings,Logistics,SMB,131,24311000.0,NA-West,Denver,3800.0,2700.0,1000.0,0.397
A-10217,Prestige Group,Media,Mid-Market,1377,150014000.0,NA-West,Los Angeles,4200.0,7300.0,4100.0,0.862
A-10218,Oscorp Networks,Financial Services,SMB,99,10533000.0,NA-East,Atlanta,700.0,1100.0,1500.0,0.445
A-10219,Aperture Group,Media,SMB,173,9837000.0,NA-East,Chicago,600.0,1800.0,1300.0,0.356
A-10220,Globex Group,Education,Mid-Market,980,243234000.0,APAC,Tokyo,6300.0,8000.0,5500.0,0.588
A-10221,Dunder Systems,Manufacturing,Mid-Market,607,444643000.0,NA-West,Phoenix,5100.0,11700.0,3700.0,0.839
A-10222,Wayne Technologies,Healthcare,Enterprise,18451,18076984000.0,NA-East,Atlanta,17600.0,23000.0,11700.0,0.393
A-10223,Northwind Technologies,Retail,Enterprise,39019,12651128000.0,APAC,Bangalore,25800.0,14000.0,14200.0,0.48
A-10224,Vandelay Cloud,Software,Enterprise,16453,13402459000.0,NA-West,San Francisco,28200.0,12200.0,9600.0,0.169
